station;species;fraction;density_50cm3;raw_density
st6;Stainforthia feylingi;100-125;0;0
st6;Stainforthia loeblichi;100-125;17.2909074;22
st6;Trifarina fluens;100-125;0;0
st6;Cornuspira foliacea;100-125;0;0
st6;Cornuspira involvens;100-125;0;0
st6;Cornuspira sp.;100-125;0;0
st6;Miliolinella circularis;100-125;0;0
st6;Miliolinella sp.;100-125;4.715702018;6
st6;Miliolinella sp. juvanile;100-125;0;0
st6;Pyrgo williamsoni;100-125;0;0
st6;Quinqueloculina arctica;100-125;0;0
st6;Quinqueloculina seminula;100-125;18.86280807;24
st6;Quinqueloculina stalkeri;100-125;7.859503363;10
st6;Triloculina oblonga;100-125;0;0
st6;Triloculina trihedra;100-125;0;0
st6;Adercotryma glomeratum;100-125;107.6751961;137
st6;Ammodiscus sp.;100-125;6.28760269;8
st6;Ammotium cassis;100-125;0;0
st6;Capsammina bowmanni;100-125;0;0
st6;Cuneata arctica;100-125;18.07685773;23
st6;Eggerella advena;100-125;7.859503363;10
st6;Glomospira sp.;100-125;6.28760269;8
st6;Haplophragmoides sp.;100-125;0;0
st6;Hippocrepina sp.;100-125;0;0
st6;Hormosina globulifera;100-125;0;0
st6;Labrospira crassimargo;100-125;0;0
st6;Lagenammina difflugiformis;100-125;7.859503363;10
st6;Leptohalysis scottii;100-125;0;0
st6;Paratrochammina sp.;100-125;1.571900673;2
st6;Psammosphaera fusca;100-125;0;0
st6;Recurvoides turbinatus;100-125;6.28760269;8
st6;Reophax fusiformis;100-125;13.36115572;17
st6;Reophax catella;100-125;0;0
st6;Reophax scorpiurus;100-125;0;0
st6;Reophax sp.;100-125;0;0
st6;Saccammina cf. sphaerica;100-125;0;0
st6;Silicosigmoilina groenlandica;100-125;0.785950336;1
st6;Siphonaperta agglutinata;100-125;0.785950336;1
st6;Spiroplectammina biformis;100-125;52.65867253;67
st6;Textularia earlandi;100-125;95.09999069;121
st6;Textularia torquata;100-125;0;0
st6;Trochammina inflata;100-125;2.357851009;3
st6;Trochammina sp.;100-125;0;0
st7;Ammonia sp.;100-125;0;0
st7;Astrononion galloway;100-125;0;0
st7;Astrononion sp.;100-125;0;0
st7;Baculogypsinoides sp.;100-125;0;0
st7;Bolivina pseudopunctata;100-125;0;0
st7;Buccella sp.;100-125;0;0
st7;Buccella frigida;100-125;0;0
st7;Cassidulina reniforme;100-125;88.812388;113
st7;Cassidulina sp.;100-125;0;0
st7;Cassidulina sp. morphotype 1;100-125;0;0
st7;Cassidulina sp. morphotype 2;100-125;0;0
st7;Cassidulina neoteretis;100-125;0;0
st7;Cibicides bertheloti;100-125;0;0
st7;Cibicidoides lobatulus;100-125;0;0
st7;Dentalina ittai;100-125;0;0
st7;Discorbina sp.;100-125;0;0
st7;Elphidium bartletti;100-125;0;0
st7;Elphidium clavatum;100-125;0;0
st7;Elphidium sp.;100-125;3.143801345;4
st7;Epistominella exigua;100-125;0;0
st7;Eponides sp.;100-125;0;0
st7;Fissurina sp.;100-125;0;0
st7;Globobulimina auriculata;100-125;0;0
st7;Globobulimina sp.;100-125;0;0
st7;Globocassidulina sp.;100-125;0;0
st7;Hyalinonetrion sp.;100-125;0;0
st7;Islandiella helenae;100-125;0;0
st7;Islandiella norcrossi;100-125;0;0
st7;Islandiella sp.;100-125;0;0
st7;Lagena striata;100-125;0;0
st7;Lotostomoides calomorphum;100-125;0;0
st7;Nonion commune;100-125;0;0
st7;Nonion sp.;100-125;0;0
st7;Nonionella digitata;100-125;0;0
st7;Nonionella turgida;100-125;0;0
st7;Nonionellina labradorica;100-125;0.785950336;1
st7;Procerolagena gracilis (strie);100-125;0;0
st7;Pullenia cf osloensis;100-125;0;0
st7;Melonis pompilioides;100-125;0;0
st7;Pyrulina cilindroides;100-125;2.357851009;3
st7;Pyrulina sp.;100-125;0;0
st7;Robertina arctica;100-125;0;0
st7;Stainforthia feylingi;100-125;0;0
st7;Stainforthia loeblichi;100-125;0;0
st7;Trifarina fluens;100-125;0;0
st7;Cornuspira foliacea;100-125;0;0
st7;Cornuspira involvens;100-125;0;0
st7;Cornuspira sp.;100-125;0;0
st7;Miliolinella circularis;100-125;0;0
st7;Miliolinella sp.;100-125;0;0
st7;Miliolinella sp. juvanile;100-125;0;0
st7;Pyrgo williamsoni;100-125;0;0
st7;Quinqueloculina arctica;100-125;0;0
st7;Quinqueloculina seminula;100-125;0;0
st7;Quinqueloculina stalkeri;100-125;11.78925504;15
st7;Triloculina oblonga;100-125;1.571900673;2
st7;Triloculina trihedra;100-125;0;0
st7;Adercotryma glomeratum;100-125;0;0
st7;Ammodiscus sp.;100-125;0;0
st7;Ammotium cassis;100-125;0;0
st7;Capsammina bowmanni;100-125;33.79586446;43
st7;Cuneata arctica;100-125;0.785950336;1
st7;Eggerella advena;100-125;0;0
st7;Glomospira sp.;100-125;0;0
st7;Haplophragmoides sp.;100-125;0;0
st7;Hippocrepina sp.;100-125;0;0
st7;Hormosina globulifera;100-125;0;0
st7;Labrospira crassimargo;100-125;0;0
st7;Lagenammina difflugiformis;100-125;0;0
st7;Leptohalysis scottii;100-125;0.785950336;1
st7;Paratrochammina sp.;100-125;0;0
st7;Psammosphaera fusca;100-125;0;0
st7;Recurvoides turbinatus;100-125;0;0
st7;Reophax fusiformis;100-125;0;0
st7;Reophax catella;100-125;0;0
st7;Reophax scorpiurus;100-125;0;0
st7;Reophax sp.;100-125;0;0
st7;Saccammina cf. sphaerica;100-125;0;0
st7;Silicosigmoilina groenlandica;100-125;0;0
st7;Siphonaperta agglutinata;100-125;0;0
st7;Spiroplectammina biformis;100-125;9.431404035;12
st7;Textularia earlandi;100-125;61.30412623;78
st7;Textularia torquata;100-125;0;0
st7;Trochammina inflata;100-125;0;0
st7;Trochammina sp.;100-125;0;0
st8;Ammonia sp.;100-125;0;0
st8;Astrononion galloway;100-125;6.28760269;8
st8;Astrononion sp.;100-125;62.8760269;80
st8;Baculogypsinoides sp.;100-125;0;0
st8;Bolivina pseudopunctata;100-125;6.28760269;8
st8;Buccella sp.;100-125;0;0
st8;Buccella frigida;100-125;3.143801345;4
st8;Cassidulina reniforme;100-125;26.72231143;34
st8;Cassidulina sp.;100-125;0;0
st8;Cassidulina sp. morphotype 1;100-125;0;0
st8;Cassidulina sp. morphotype 2;100-125;5.501652354;7
st8;Cassidulina neoteretis;100-125;0;0
st8;Cibicides bertheloti;100-125;0;0
st8;Cibicidoides lobatulus;100-125;3.143801345;4
st8;Dentalina ittai;100-125;0;0
st8;Discorbina sp.;100-125;0;0
st8;Elphidium bartletti;100-125;0;0
st8;Elphidium clavatum;100-125;0;0
st8;Elphidium sp.;100-125;0;0
st8;Epistominella exigua;100-125;27.50826177;35
st8;Eponides sp.;100-125;0;0
st8;Fissurina sp.;100-125;0;0
st8;Globobulimina auriculata;100-125;0;0
st8;Globobulimina sp.;100-125;0;0
st8;Globocassidulina sp.;100-125;0;0
st8;Hyalinonetrion sp.;100-125;0;0
st8;Islandiella helenae;100-125;14.14710605;18
st8;Islandiella norcrossi;100-125;9.431404035;12
st8;Islandiella sp.;100-125;0.785950336;1
st8;Lagena striata;100-125;0;0
st8;Lotostomoides calomorphum;100-125;0;0
st8;Nonion commune;100-125;0;0
st8;Nonion sp.;100-125;0;0
st8;Nonionella digitata;100-125;0;0
st8;Nonionella turgida;100-125;3.929751681;5
st8;Nonionellina labradorica;100-125;205.1330378;261
st8;Procerolagena gracilis (strie);100-125;9.431404035;12
st8;Pullenia cf osloensis;100-125;240.5008029;306
st8;Melonis pompilioides;100-125;216.1363425;275
st8;Pyrulina cilindroides;100-125;0;0
st8;Pyrulina sp.;100-125;3.143801345;4
st8;Robertina arctica;100-125;0;0
st8;Stainforthia feylingi;100-125;0;0
st8;Stainforthia loeblichi;100-125;62.8760269;80
st8;Trifarina fluens;100-125;0;0
st8;Cornuspira foliacea;100-125;0;0
st8;Cornuspira involvens;100-125;6.28760269;8
st8;Cornuspira sp.;100-125;0.785950336;1
st8;Miliolinella circularis;100-125;0;0
st8;Miliolinella sp.;100-125;0;0
st8;Miliolinella sp. juvanile;100-125;0;0
st8;Pyrgo williamsoni;100-125;18.07685773;23
st8;Quinqueloculina arctica;100-125;0;0
st8;Quinqueloculina seminula;100-125;0;0
st8;Quinqueloculina stalkeri;100-125;19.64875841;25
st8;Triloculina oblonga;100-125;0;0
st8;Triloculina trihedra;100-125;0;0
st8;Adercotryma glomeratum;100-125;73.87933161;94
st8;Ammodiscus sp.;100-125;7.073553026;9
st8;Ammotium cassis;100-125;0;0
st8;Capsammina bowmanni;100-125;0;0
st8;Cuneata arctica;100-125;9.431404035;12
st8;Eggerella advena;100-125;11.78925504;15
st8;Glomospira sp.;100-125;3.929751681;5
st8;Haplophragmoides sp.;100-125;0;0
st8;Hippocrepina sp.;100-125;0;0
st8;Hormosina globulifera;100-125;0;0
st8;Labrospira crassimargo;100-125;0.785950336;1
st8;Lagenammina difflugiformis;100-125;5.501652354;7
st8;Leptohalysis scottii;100-125;0;0
st8;Paratrochammina sp.;100-125;0;0
st8;Psammosphaera fusca;100-125;0;0
st8;Recurvoides turbinatus;100-125;0;0
st8;Reophax fusiformis;100-125;26.72231143;34
st8;Reophax catella;100-125;0;0
st8;Reophax scorpiurus;100-125;0;0
st8;Reophax sp.;100-125;0;0
st8;Saccammina cf. sphaerica;100-125;0;0
st8;Silicosigmoilina groenlandica;100-125;0;0
st8;Siphonaperta agglutinata;100-125;0;0
st8;Spiroplectammina biformis;100-125;60.51817589;77
st8;Textularia earlandi;100-125;40.86941749;52
st8;Textularia torquata;100-125;0;0
st8;Trochammina inflata;100-125;0;0
st8;Trochammina sp.;100-125;0;0
st9;Ammonia sp.;100-125;0;0
st9;Astrononion galloway;100-125;0;0
st9;Astrononion sp.;100-125;11.00330471;14
st9;Baculogypsinoides sp.;100-125;0;0
st9;Bolivina pseudopunctata;100-125;4.715702018;6
st9;Buccella sp.;100-125;0;0
st9;Buccella frigida;100-125;0.785950336;1
st9;Cassidulina reniforme;100-125;45.5851195;58
st9;Cassidulina sp.;100-125;0;0
st9;Cassidulina sp. morphotype 1;100-125;0;0
st9;Cassidulina sp. morphotype 2;100-125;1.571900673;2
st9;Cassidulina neoteretis;100-125;0;0
st9;Cibicides bertheloti;100-125;0.785950336;1
st9;Cibicidoides lobatulus;100-125;11.00330471;14
st9;Dentalina ittai;100-125;0;0
st9;Discorbina sp.;100-125;0;0
st9;Elphidium bartletti;100-125;0;0
st9;Elphidium clavatum;100-125;0;0
st9;Elphidium sp.;100-125;0;0
st9;Epistominella exigua;100-125;12.57520538;16
st9;Eponides sp.;100-125;0;0
st9;Fissurina sp.;100-125;0;0
st9;Globobulimina auriculata;100-125;0;0
st9;Globobulimina sp.;100-125;0;0
st9;Globocassidulina sp.;100-125;0;0
st9;Hyalinonetrion sp.;100-125;0;0
st9;Islandiella helenae;100-125;2.357851009;3
st9;Islandiella norcrossi;100-125;0;0
st9;Islandiella sp.;100-125;7.859503363;10
st9;Lagena striata;100-125;0;0
st9;Lotostomoides calomorphum;100-125;0;0
st9;Nonion commune;100-125;0.785950336;1
st9;Nonion sp.;100-125;0;0
st9;Nonionella digitata;100-125;0;0
st9;Nonionella turgida;100-125;0;0
st9;Nonionellina labradorica;100-125;52.65867253;67
st9;Procerolagena gracilis (strie);100-125;0;0
st9;Pullenia cf osloensis;100-125;24.36446042;31
st9;Melonis pompilioides;100-125;47.94297051;61
st9;Pyrulina cilindroides;100-125;0;0
st9;Pyrulina sp.;100-125;0;0
st9;Robertina arctica;100-125;0;0
st9;Stainforthia feylingi;100-125;1.571900673;2
st9;Stainforthia loeblichi;100-125;13.36115572;17
st9;Trifarina fluens;100-125;0.785950336;1
st9;Cornuspira foliacea;100-125;0;0
st9;Cornuspira involvens;100-125;0;0
st9;Cornuspira sp.;100-125;0;0
st9;Miliolinella circularis;100-125;0;0
st9;Miliolinella sp.;100-125;0;0
st9;Miliolinella sp. juvanile;100-125;0;0
st9;Pyrgo williamsoni;100-125;0;0
st9;Quinqueloculina arctica;100-125;0;0
st9;Quinqueloculina seminula;100-125;1.571900673;2
st9;Quinqueloculina stalkeri;100-125;2.357851009;3
st9;Triloculina oblonga;100-125;0;0
st9;Triloculina trihedra;100-125;0;0
st9;Adercotryma glomeratum;100-125;42.44131816;54
st9;Ammodiscus sp.;100-125;3.929751681;5
st9;Ammotium cassis;100-125;0;0
st9;Capsammina bowmanni;100-125;0;0
st9;Cuneata arctica;100-125;7.859503363;10
st9;Eggerella advena;100-125;2.357851009;3
st9;Glomospira sp.;100-125;1.571900673;2
st9;Haplophragmoides sp.;100-125;1.571900673;2
st9;Hippocrepina sp.;100-125;0.785950336;1
st9;Hormosina globulifera;100-125;0;0
st9;Labrospira crassimargo;100-125;0;0
st9;Lagenammina difflugiformis;100-125;20.43470874;26
st9;Leptohalysis scottii;100-125;0;0
st9;Paratrochammina sp.;100-125;1.571900673;2
st9;Psammosphaera fusca;100-125;0.785950336;1
st9;Recurvoides turbinatus;100-125;2.357851009;3
st9;Reophax fusiformis;100-125;23.57851009;30
st9;Reophax catella;100-125;3.929751681;5
st9;Reophax scorpiurus;100-125;0;0
st9;Reophax sp.;100-125;0;0
st9;Saccammina cf. sphaerica;100-125;0;0
st9;Silicosigmoilina groenlandica;100-125;0.785950336;1
st9;Siphonaperta agglutinata;100-125;0;0
st9;Spiroplectammina biformis;100-125;8.645453699;11
st9;Textularia earlandi;100-125;7.859503363;10
st9;Textularia torquata;100-125;0;0
st9;Trochammina inflata;100-125;0;0
st9;Trochammina sp.;100-125;0;0
st1;Ammonia sp.;125-150;0;0
st1;Astrononion galloway;125-150;0;0
st1;Astrononion sp.;125-150;0;0
st1;Baculogypsinoides sp.;125-150;0;0
st1;Bolivina pseudopunctata;125-150;0;0
st1;Buccella sp.;125-150;0;0
st1;Buccella frigida;125-150;0;0
st1;Cassidulina reniforme;125-150;150.9024646;192
st1;Cassidulina sp.;125-150;0;0
st1;Cassidulina sp. morphotype 1;125-150;0;0
st1;Cassidulina sp. morphotype 2;125-150;0;0
st1;Cassidulina neoteretis;125-150;0;0
st1;Cibicides bertheloti;125-150;0;0
st1;Cibicidoides lobatulus;125-150;0;0
st1;Dentalina ittai;125-150;0;0
st1;Discorbina sp.;125-150;0;0
st1;Elphidium bartletti;125-150;0;0
st1;Elphidium clavatum;125-150;1.571900673;2
st1;Elphidium sp.;125-150;0;0
st1;Epistominella exigua;125-150;0;0
st1;Eponides sp.;125-150;0;0
st1;Fissurina sp.;125-150;0;0
st1;Globobulimina auriculata;125-150;0;0
st1;Globobulimina sp.;125-150;0;0
st1;Globocassidulina sp.;125-150;0;0
st1;Hyalinonetrion sp.;125-150;0;0
st1;Islandiella helenae;125-150;0;0
st1;Islandiella norcrossi;125-150;0;0
st1;Islandiella sp.;125-150;0;0
st1;Lagena striata;125-150;0;0
st1;Lotostomoides calomorphum;125-150;0;0
st1;Nonion commune;125-150;0;0
st1;Nonion sp.;125-150;0;0
st1;Nonionella digitata;125-150;0;0
st1;Nonionella turgida;125-150;0;0
st1;Nonionellina labradorica;125-150;3.929751681;5
st1;Procerolagena gracilis (strie);125-150;0;0
st1;Pullenia cf osloensis;125-150;0;0
st1;Melonis pompilioides;125-150;0;0
st1;Pyrulina cilindroides;125-150;0;0
st1;Pyrulina sp.;125-150;0;0
st1;Robertina arctica;125-150;0;0
st1;Stainforthia feylingi;125-150;0;0
st1;Stainforthia loeblichi;125-150;0;0
st1;Trifarina fluens;125-150;0;0
st1;Cornuspira foliacea;125-150;0;0
st1;Cornuspira involvens;125-150;0;0
st1;Cornuspira sp.;125-150;0;0
st1;Miliolinella circularis;125-150;0;0
st1;Miliolinella sp.;125-150;0;0
st1;Miliolinella sp. juvanile;125-150;0;0
st1;Pyrgo williamsoni;125-150;0;0
st1;Quinqueloculina arctica;125-150;0;0
st1;Quinqueloculina seminula;125-150;0;0
st1;Quinqueloculina stalkeri;125-150;3.143801345;4
st1;Triloculina oblonga;125-150;0.785950336;1
st1;Triloculina trihedra;125-150;0;0
st1;Adercotryma glomeratum;125-150;0;0
st1;Ammodiscus sp.;125-150;0;0
st1;Ammotium cassis;125-150;0;0
st1;Capsammina bowmanni;125-150;0;0
st1;Cuneata arctica;125-150;31.43801345;40
st1;Eggerella advena;125-150;0;0
st1;Glomospira sp.;125-150;0;0
st1;Haplophragmoides sp.;125-150;0;0
st1;Hippocrepina sp.;125-150;0;0
st1;Hormosina globulifera;125-150;0;0
st1;Labrospira crassimargo;125-150;0;0
st1;Lagenammina difflugiformis;125-150;3.143801345;4
st1;Leptohalysis scottii;125-150;1.571900673;2
st1;Paratrochammina sp.;125-150;0;0
st1;Psammosphaera fusca;125-150;0;0
st1;Recurvoides turbinatus;125-150;0;0
st1;Reophax fusiformis;125-150;0;0
st1;Reophax catella;125-150;1.571900673;2
st1;Reophax scorpiurus;125-150;0;0
st1;Reophax sp.;125-150;0;0
st1;Saccammina cf. sphaerica;125-150;0;0
st1;Silicosigmoilina groenlandica;125-150;0;0
st1;Siphonaperta agglutinata;125-150;0;0
st1;Spiroplectammina biformis;125-150;152.4743652;194
st1;Textularia earlandi;125-150;670.4156368;853
st1;Textularia torquata;125-150;0;0
st1;Trochammina inflata;125-150;0;0
st1;Trochammina sp.;125-150;0;0
st2;Ammonia sp.;125-150;0;0
st2;Astrononion galloway;125-150;0;0
st2;Astrononion sp.;125-150;0;0
st2;Baculogypsinoides sp.;125-150;0;0
st2;Bolivina pseudopunctata;125-150;0;0
st2;Buccella sp.;125-150;0;0
st2;Buccella frigida;125-150;0;0
st2;Cassidulina reniforme;125-150;1.571900673;2
st2;Cassidulina sp.;125-150;0;0
st2;Cassidulina sp. morphotype 1;125-150;0;0
st2;Cassidulina sp. morphotype 2;125-150;0;0
st2;Cassidulina neoteretis;125-150;0;0
st2;Cibicides bertheloti;125-150;0;0
st2;Cibicidoides lobatulus;125-150;0;0
st2;Dentalina ittai;125-150;0;0
st2;Discorbina sp.;125-150;0;0
st2;Elphidium bartletti;125-150;0;0
st2;Elphidium clavatum;125-150;2.357851009;3
st2;Elphidium sp.;125-150;0;0
st2;Epistominella exigua;125-150;0;0
st2;Eponides sp.;125-150;0;0
st2;Fissurina sp.;125-150;0;0
st2;Globobulimina auriculata;125-150;0;0
st2;Globobulimina sp.;125-150;0;0
st2;Globocassidulina sp.;125-150;0;0
st2;Hyalinonetrion sp.;125-150;0.785950336;1
st2;Islandiella helenae;125-150;0;0
st2;Islandiella norcrossi;125-150;0;0
st2;Islandiella sp.;125-150;0;0
st2;Lagena striata;125-150;0;0
st2;Lotostomoides calomorphum;125-150;0;0
st2;Nonion commune;125-150;0;0
st2;Nonion sp.;125-150;0;0
st2;Nonionella digitata;125-150;0;0
st2;Nonionella turgida;125-150;0;0
st2;Nonionellina labradorica;125-150;0;0
st2;Procerolagena gracilis (strie);125-150;0;0
st2;Pullenia cf osloensis;125-150;0;0
st2;Melonis pompilioides;125-150;0;0
st2;Pyrulina cilindroides;125-150;0;0
st2;Pyrulina sp.;125-150;0;0
st2;Robertina arctica;125-150;0;0
st2;Stainforthia feylingi;125-150;0;0
st2;Stainforthia loeblichi;125-150;0;0
st2;Trifarina fluens;125-150;0;0
st2;Cornuspira foliacea;125-150;0;0
st2;Cornuspira involvens;125-150;0;0
st2;Cornuspira sp.;125-150;0;0
st2;Miliolinella circularis;125-150;0;0
st2;Miliolinella sp.;125-150;0.785950336;1
st2;Miliolinella sp. juvanile;125-150;0;0
st2;Pyrgo williamsoni;125-150;0;0
st2;Quinqueloculina arctica;125-150;0;0
st2;Quinqueloculina seminula;125-150;0;0
st2;Quinqueloculina stalkeri;125-150;3.929751681;5
st2;Triloculina oblonga;125-150;0;0
st2;Triloculina trihedra;125-150;0;0
st2;Adercotryma glomeratum;125-150;0;0
st2;Ammodiscus sp.;125-150;0;0
st2;Ammotium cassis;125-150;0;0
st2;Capsammina bowmanni;125-150;1648.923805;2098
st2;Cuneata arctica;125-150;0;0
st2;Eggerella advena;125-150;0;0
st2;Glomospira sp.;125-150;0;0
st2;Haplophragmoides sp.;125-150;0;0
st2;Hippocrepina sp.;125-150;0;0
st2;Hormosina globulifera;125-150;0;0
st2;Labrospira crassimargo;125-150;0;0
st2;Lagenammina difflugiformis;125-150;0;0
st2;Leptohalysis scottii;125-150;0;0
st2;Paratrochammina sp.;125-150;0;0
st2;Psammosphaera fusca;125-150;0;0
st2;Recurvoides turbinatus;125-150;0;0
st2;Reophax fusiformis;125-150;0;0
st2;Reophax catella;125-150;0;0
st2;Reophax scorpiurus;125-150;0;0
st2;Reophax sp.;125-150;0;0
st2;Saccammina cf. sphaerica;125-150;0;0
st2;Silicosigmoilina groenlandica;125-150;0;0
st2;Siphonaperta agglutinata;125-150;0;0
st2;Spiroplectammina biformis;125-150;0;0
st2;Textularia earlandi;125-150;38.51156648;49
st2;Textularia torquata;125-150;0;0
st2;Trochammina inflata;125-150;0;0
st2;Trochammina sp.;125-150;0;0
st3;Ammonia sp.;125-150;0;0
st3;Astrononion galloway;125-150;3.929751681;5
st3;Astrononion sp.;125-150;0;0
st3;Baculogypsinoides sp.;125-150;0;0
st3;Bolivina pseudopunctata;125-150;1.571900673;2
st3;Buccella sp.;125-150;0;0
st3;Buccella frigida;125-150;0;0
st3;Cassidulina reniforme;125-150;34.5818148;44
st3;Cassidulina sp.;125-150;0;0
st3;Cassidulina sp. morphotype 1;125-150;0;0
st3;Cassidulina sp. morphotype 2;125-150;1.571900673;2
st3;Cassidulina neoteretis;125-150;0;0
st3;Cibicides bertheloti;125-150;0;0
st3;Cibicidoides lobatulus;125-150;0;0
st3;Dentalina ittai;125-150;0;0
st3;Discorbina sp.;125-150;0;0
st3;Elphidium bartletti;125-150;0;0
st3;Elphidium clavatum;125-150;0;0
st3;Elphidium sp.;125-150;0;0
st3;Epistominella exigua;125-150;2.357851009;3
st3;Eponides sp.;125-150;0;0
st3;Fissurina sp.;125-150;0;0
st3;Globobulimina auriculata;125-150;0;0
st3;Globobulimina sp.;125-150;3.143801345;4
st3;Globocassidulina sp.;125-150;0;0
st3;Hyalinonetrion sp.;125-150;0;0
st3;Islandiella helenae;125-150;0.785950336;1
st3;Islandiella norcrossi;125-150;0;0
st3;Islandiella sp.;125-150;0;0
st3;Lagena striata;125-150;0;0
st3;Lotostomoides calomorphum;125-150;0;0
st3;Nonion commune;125-150;0;0
st3;Nonion sp.;125-150;0;0
st3;Nonionella digitata;125-150;0;0
st3;Nonionella turgida;125-150;0;0
st3;Nonionellina labradorica;125-150;321.4536875;409
st3;Procerolagena gracilis (strie);125-150;0;0
st3;Pullenia cf osloensis;125-150;2.357851009;3
st3;Melonis pompilioides;125-150;7.073553026;9
st3;Pyrulina cilindroides;125-150;1.571900673;2
st3;Pyrulina sp.;125-150;0;0
st3;Robertina arctica;125-150;0;0
st3;Stainforthia feylingi;125-150;0;0
st3;Stainforthia loeblichi;125-150;11.78925504;15
st3;Trifarina fluens;125-150;0;0
st3;Cornuspira foliacea;125-150;0;0
st3;Cornuspira involvens;125-150;0.785950336;1
st3;Cornuspira sp.;125-150;0;0
st3;Miliolinella circularis;125-150;0;0
st3;Miliolinella sp.;125-150;1.571900673;2
st3;Miliolinella sp. juvanile;125-150;1.571900673;2
st3;Pyrgo williamsoni;125-150;7.859503363;10
st3;Quinqueloculina arctica;125-150;0;0
st3;Quinqueloculina seminula;125-150;0;0
st3;Quinqueloculina stalkeri;125-150;1.571900673;2
st3;Triloculina oblonga;125-150;0;0
st3;Triloculina trihedra;125-150;0;0
st3;Adercotryma glomeratum;125-150;2.357851009;3
st3;Ammodiscus sp.;125-150;0;0
st3;Ammotium cassis;125-150;0;0
st3;Capsammina bowmanni;125-150;0.785950336;1
st3;Cuneata arctica;125-150;0;0
st3;Eggerella advena;125-150;0;0
st3;Glomospira sp.;125-150;0;0
st3;Haplophragmoides sp.;125-150;0;0
st3;Hippocrepina sp.;125-150;0;0
st3;Hormosina globulifera;125-150;0;0
st3;Labrospira crassimargo;125-150;0.785950336;1
st3;Lagenammina difflugiformis;125-150;12.57520538;16
st3;Leptohalysis scottii;125-150;0;0
st3;Paratrochammina sp.;125-150;0;0
st3;Psammosphaera fusca;125-150;11.78925504;15
st3;Recurvoides turbinatus;125-150;0;0
st3;Reophax fusiformis;125-150;17.2909074;22
st3;Reophax catella;125-150;0.785950336;1
st3;Reophax scorpiurus;125-150;0;0
st3;Reophax sp.;125-150;0;0
st3;Saccammina cf. sphaerica;125-150;0;0
st3;Silicosigmoilina groenlandica;125-150;0.785950336;1
st3;Siphonaperta agglutinata;125-150;5.501652354;7
st3;Spiroplectammina biformis;125-150;7.859503363;10
st3;Textularia earlandi;125-150;6.28760269;8
st3;Textularia torquata;125-150;0;0
st3;Trochammina inflata;125-150;0;0
st3;Trochammina sp.;125-150;0;0
st4;Ammonia sp.;125-150;0;0
st4;Astrononion galloway;125-150;4.715702018;6
st4;Astrononion sp.;125-150;0;0
st4;Baculogypsinoides sp.;125-150;0;0
st4;Bolivina pseudopunctata;125-150;0;0
st4;Buccella sp.;125-150;0;0
st4;Buccella frigida;125-150;0;0
st4;Cassidulina reniforme;125-150;33.00991412;42
st4;Cassidulina sp.;125-150;0;0
st4;Cassidulina sp. morphotype 1;125-150;0;0
st4;Cassidulina sp. morphotype 2;125-150;0.785950336;1
st4;Cassidulina neoteretis;125-150;0;0
st4;Cibicides bertheloti;125-150;0;0
st4;Cibicidoides lobatulus;125-150;0;0
st4;Dentalina ittai;125-150;0;0
st4;Discorbina sp.;125-150;0;0
st4;Elphidium bartletti;125-150;0;0
st4;Elphidium clavatum;125-150;1.571900673;2
st4;Elphidium sp.;125-150;0;0
st4;Epistominella exigua;125-150;2.357851009;3
st4;Eponides sp.;125-150;0;0
st4;Fissurina sp.;125-150;0;0
st4;Globobulimina auriculata;125-150;0;0
st4;Globobulimina sp.;125-150;6.28760269;8
st4;Globocassidulina sp.;125-150;0;0
st4;Hyalinonetrion sp.;125-150;0;0
st4;Islandiella helenae;125-150;0.785950336;1
st4;Islandiella norcrossi;125-150;0;0
st4;Islandiella sp.;125-150;0;0
st4;Lagena striata;125-150;0;0
st4;Lotostomoides calomorphum;125-150;0.785950336;1
st4;Nonion commune;125-150;0;0
st4;Nonion sp.;125-150;0;0
st4;Nonionella digitata;125-150;0;0
st4;Nonionella turgida;125-150;0;0
st4;Nonionellina labradorica;125-150;24.36446042;31
st4;Procerolagena gracilis (strie);125-150;0;0
st4;Pullenia cf osloensis;125-150;3.929751681;5
st4;Melonis pompilioides;125-150;10.21735437;13
st4;Pyrulina cilindroides;125-150;0;0
st4;Pyrulina sp.;125-150;0.785950336;1
st4;Robertina arctica;125-150;0;0
st4;Stainforthia feylingi;125-150;0;0
st4;Stainforthia loeblichi;125-150;0.785950336;1
st4;Trifarina fluens;125-150;1.571900673;2
st4;Cornuspira foliacea;125-150;0;0
st4;Cornuspira involvens;125-150;0;0
st4;Cornuspira sp.;125-150;0;0
st4;Miliolinella circularis;125-150;0;0
st4;Miliolinella sp.;125-150;0;0
st4;Miliolinella sp. juvanile;125-150;0;0
st4;Pyrgo williamsoni;125-150;0.785950336;1
st4;Quinqueloculina arctica;125-150;0;0
st4;Quinqueloculina seminula;125-150;0.785950336;1
st4;Quinqueloculina stalkeri;125-150;2.357851009;3
st4;Triloculina oblonga;125-150;0;0
st4;Triloculina trihedra;125-150;0;0
st4;Adercotryma glomeratum;125-150;0.785950336;1
st4;Ammodiscus sp.;125-150;0;0
st4;Ammotium cassis;125-150;0;0
st4;Capsammina bowmanni;125-150;0;0
st4;Cuneata arctica;125-150;2.357851009;3
st4;Eggerella advena;125-150;0;0
st4;Glomospira sp.;125-150;0;0
st4;Haplophragmoides sp.;125-150;0;0
