station;layer (cm);fraction (µm);Adercotryma glomeratum;Ammodiscus sp.;Ammonia sp.;Ammotium cassis;Astrononion gallowayi;Astrononion sp.;Baculogypsinoides sp.;Bolivina pseudopunctata;Buccella frigida;Buccella sp.;Capsammina bowmanni;Cassidulina neoteretis;Cassidulina reniforme;Cassidulina sp.;Cassidulina sp. morphotype 1;Cassidulina sp. morphotype 2;Cibicidoides lobatulus;Cornuspira foliacea;Cornuspira involvens;Cornuspira sp.;Cuneata arctica;Dentalina ittai;Discorbina sp.;Discorbinella bertheloti;Eggerella advena;Elphidium bartletti;Elphidium clavatum;Elphidium sp.;Epistominella exigua;Eponides sp.;Fissurina sp.;Globobulimina auriculata;Globobulimina sp.;Globocassidulina sp.;Glomospira sp.;Haplophragmoides sp.;Hippocrepina sp. ;Hormosina globulifera;Hyalinonetrion sp.;Islandiella helenae;Islandiella norcrossi;Islandiella sp.;Labrospira crassimargo;Lagena striata;Lagenammina atlantica;Leptohalysis scottii ;Lotostomoides calomorpha;Melonis cf. barleeanus;Miliolinella circularis;Miliolinella sp.;Miliolinella sp. (juvenile);Nonion commune;Nonion sp.;Nonionella digitata;Nonionella turgida;Nonionellina labradorica;Paratrochammina sp.;Procerolagena gracilis;Psammosphaera fusca;Pullenia cf. osloensis;Pyrgo williamsoni;Pyrulina cylindroides;Pyrulina sp.;Quinqueloculina arctica;Quinqueloculina seminula;Quinqueloculina stalkeri;Recurvoides turbinatus;Reophax catella;Reophax fusiformis;Reophax scorpiurus;Reophax sp. ;Robertina arctica;Saccammina cf. sphaerica;Silicosigmoilina groenlandica;Siphonaperta agglutinata;Spiroplectammina biformis;Stainforthia feylingi;Stainforthia loeblichi;Textularia earlandi;Textularia torquata;Trifarina fluens;Triloculina oblonga;Triloculina trihedra;Trochammina inflata;Trochammina sp.
St3;0.0-0.5;63-100;0.00;0.00;0.00;0.00;0.00;7.55;0.00;35.21;0.00;0.00;0.00;0.00;28.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.83;0.00;0.00;0.00;0.00;0.00;0.00;10.06;13.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;35.21;0.00;0.00;0.00;2.52;0.00;3.77;0.00;0.00;0.00;5.03;0.00;0.00;1.26;0.00;0.00;0.00;0.00;0.00;0.00;72.94;57.85;2.52;115.69;2.52;0.00;0.00;0.00;0.00;0.00
St3;0.5-1.0;63-100;1.26;1.26;0.00;0.00;0.00;7.55;0.00;59.10;0.00;0.00;0.00;0.00;7.55;0.00;0.00;0.00;0.00;0.00;0.00;1.26;6.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.26;0.00;0.00;0.00;0.00;2.52;7.55;10.06;5.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;125.75;0.00;0.00;0.00;2.52;0.00;0.00;0.00;0.00;0.00;3.77;0.00;0.00;3.77;0.00;0.00;0.00;0.00;0.00;0.00;22.64;164.74;15.09;56.59;0.00;0.00;0.00;0.00;0.00;0.00
St4;0.0-0.5;63-100;0.00;0.00;0.00;0.00;0.00;0.63;0.00;20.12;0.00;0.63;0.00;0.00;35.21;0.00;0.00;0.00;0.00;0.00;0.00;0.63;10.69;0.00;0.00;0.00;0.00;0.00;0.00;13.83;13.20;0.00;1.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.89;0.00;0.00;5.03;1.26;0.63;0.00;0.00;0.00;0.00;0.00;0.63;0.00;0.00;0.00;1.26;0.00;0.00;0.00;0.00;0.00;5.66;0.00;0.00;1.26;0.00;0.00;0.00;0.00;0.00;0.63;25.15;15.72;2.52;33.32;0.00;0.00;0.00;0.00;0.00;0.00
St4;0.5-1.0;63-100;0.00;0.00;0.00;0.00;0.00;5.97;0.00;48.73;0.00;0.00;0.00;0.00;6.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.63;0.00;0.00;0.00;0.00;0.00;0.00;16.03;8.49;0.00;1.57;0.00;0.94;0.00;0.94;0.00;0.00;0.00;0.00;0.94;0.00;0.94;0.00;0.00;4.09;5.03;0.94;4.09;0.00;1.57;0.00;0.00;0.00;0.00;0.00;5.97;0.00;0.00;0.00;2.52;0.00;0.00;0.00;0.00;0.00;2.52;0.00;1.57;1.57;0.00;0.00;0.00;0.00;0.00;0.00;14.15;104.06;5.03;29.24;0.00;0.00;0.00;0.00;0.00;0.00
St5;0.0-0.5;63-100;1.26;0.00;0.00;0.00;0.00;0.00;0.00;70.42;0.00;0.00;0.00;0.00;10.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;31.44;0.00;0.00;0.00;0.00;0.00;0.00;3.77;8.80;0.00;7.55;0.00;0.00;0.00;1.26;0.00;0.00;0.00;0.00;1.26;0.00;3.77;0.00;0.00;2.52;2.52;13.83;20.12;0.00;0.00;13.83;0.00;0.00;0.00;0.00;41.50;0.00;0.00;0.00;66.65;1.26;0.00;0.00;0.00;1.26;7.55;0.00;12.58;7.55;0.00;0.00;0.00;0.00;0.00;0.00;41.50;88.03;3.77;94.31;0.00;0.00;1.26;0.00;0.00;0.00
St5;0.5-1.0;63-100;8.49;0.00;0.00;0.00;0.00;0.00;0.00;31.75;0.00;0.00;0.00;0.00;2.52;0.00;0.00;0.00;0.00;0.00;0.94;0.00;22.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.55;0.00;0.94;0.00;0.00;0.00;0.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.46;4.09;9.12;3.46;15.09;0.00;0.94;0.00;0.00;0.00;0.00;0.00;46.84;0.00;1.57;0.00;16.66;0.00;0.94;0.00;0.00;1.57;0.94;0.00;4.09;2.52;0.00;0.00;0.00;0.00;0.94;0.00;11.00;69.48;5.97;16.03;0.94;0.00;0.00;0.00;0.00;0.00
St6;0.0-0.5;63-100;90.54;0.00;0.00;0.00;0.00;2.52;0.00;7.55;0.00;0.00;0.00;0.00;17.61;0.00;0.00;0.00;0.00;0.00;2.52;0.00;135.81;0.00;0.00;0.00;17.61;0.00;0.00;2.52;65.39;0.00;5.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.06;0.00;0.00;25.15;0.00;0.00;128.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;105.63;0.00;0.00;0.00;0.00;45.27;30.18;2.52;25.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;105.63;15.09;5.03;120.72;32.70;0.00;0.00;0.00;0.00;0.00
St6;0.5-1.0;63-100;18.55;0.94;0.00;0.00;0.00;6.60;0.00;36.78;0.00;0.00;0.00;0.00;5.03;0.00;0.00;0.00;0.00;0.00;0.94;0.00;22.64;0.00;0.00;0.00;1.57;0.00;0.00;0.94;11.00;0.00;0.94;0.00;0.00;0.00;0.94;0.94;0.00;0.00;0.00;0.94;0.00;2.52;0.00;0.00;3.46;0.94;0.00;69.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.03;0.94;0.94;0.00;25.15;0.00;0.00;0.00;0.00;7.55;8.49;1.57;5.97;2.52;0.00;0.00;0.00;0.00;0.00;0.00;29.24;36.15;3.46;19.18;6.60;0.00;0.00;0.00;0.00;0.94
St7;0.0-0.5;63-100;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.63;0.00;0.00;5.03;0.00;66.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.26;0.00;0.00;0.00;0.00;0.00;0.00;4.40;0.00;0.00;0.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.52;0.00;0.00;0.00;11.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.61;19.49;0.00;79.85;0.00;0.00;0.63;0.00;0.00;0.00
St7;0.5-1.0;63-100;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.31;0.00;0.00;0.00;0.00;0.00;0.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.63;0.00;0.00;1.26;0.00;0.00;0.00;0.00;0.00;0.00
St8;0.0-0.5;63-100;25.15;0.00;0.00;0.00;0.00;12.58;0.00;80.48;0.00;0.00;0.00;0.00;55.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;47.79;0.00;0.00;0.00;10.06;0.00;0.00;2.52;35.21;0.00;15.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.52;0.00;5.03;0.00;0.00;10.06;0.00;0.00;72.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;47.79;0.00;0.00;0.00;52.82;0.00;2.52;0.00;0.00;0.00;0.00;2.52;12.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;108.15;77.97;7.55;85.51;2.52;0.00;0.00;0.00;0.00;0.00
St8;0.5-1.0;63-100;7.55;0.00;0.00;0.00;0.00;61.93;0.00;34.27;0.00;0.00;0.00;0.00;11.00;0.00;0.00;0.94;0.00;0.00;1.57;0.00;12.58;0.00;0.00;0.00;0.94;0.00;0.00;0.00;8.49;0.94;0.94;0.00;0.94;0.00;0.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.94;0.00;0.00;0.00;2.52;14.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24.21;0.00;0.94;0.00;22.64;0.94;0.00;0.00;0.00;0.00;0.94;0.00;1.57;0.94;0.00;0.94;0.00;0.00;0.00;0.00;11.00;46.84;1.57;6.60;1.57;0.00;0.00;0.00;0.00;0.00
St9;0.0-0.5;63-100;22.64;0.00;0.00;0.00;0.00;16.35;0.00;59.10;0.00;0.00;0.00;0.00;74.19;0.00;0.00;0.00;1.26;0.00;1.26;1.26;27.67;0.00;0.00;1.26;2.52;0.00;0.00;0.00;25.15;0.00;0.00;0.00;0.00;1.26;1.26;0.00;0.00;0.00;0.00;5.03;0.00;6.29;0.00;0.00;5.03;1.26;0.00;45.27;0.00;0.00;7.55;0.00;0.00;0.00;0.00;8.80;0.00;0.00;0.00;40.24;0.00;0.00;0.00;0.00;0.00;1.26;0.00;37.73;18.86;0.00;0.00;0.00;0.00;0.00;0.00;13.83;41.50;0.00;16.35;10.06;0.00;0.00;0.00;3.77;0.00
St9;0.5-1.0;63-100;11.63;0.00;0.00;0.00;0.00;14.15;0.00;79.54;0.00;0.00;0.00;0.00;11.00;0.00;0.00;0.00;0.94;0.00;0.00;0.00;6.60;0.00;0.94;0.00;0.94;0.00;0.00;0.00;9.12;0.00;0.00;0.00;0.00;0.00;1.57;0.00;0.00;0.00;0.00;0.00;0.00;0.94;0.00;0.00;9.12;0.00;0.00;16.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.12;0.94;0.00;0.00;24.21;0.00;0.94;0.00;0.00;0.00;0.94;0.00;5.97;4.09;0.00;0.00;0.00;0.00;0.00;0.00;4.09;92.11;1.57;1.57;4.09;0.00;0.00;0.00;2.52;0.00
